year,gdp,pop
1270,3517.7756499706784,4.364903152768993
1271,3481.222222999625,4.371750530229456
1272,3611.8921261865344,4.378608649412346
1273,3406.873982868784,4.385477527168581
1274,3394.2097198007727,4.392357180375515
1275,3879.7339118718846,4.399247625936976
1276,3414.3137963780805,4.406148880783313
1277,3645.879868866838,4.413060961871431
1278,3780.0023599792426,4.419983886184837
1279,3137.4591015678557,4.426917670733694
1280,3187.3760411751637,4.455484393150739
1281,3389.514116851698,4.484235455483353
1282,3290.1865189732302,4.513172047269628
1283,3130.2095033775295,4.542295365723696
1284,3239.4520915230173,4.571606615785267
1285,3282.5166387800755,4.601107010169476
1286,3238.336172645388,4.63079776941706
1287,3547.235246486014,4.660680121944861
1288,3441.497085480696,4.690755304096639
1289,3177.762744268496,4.721024560194235
1290,3225.140193869309,4.751489142589051
1291,3231.3509503904415,4.748977115264539
1292,3403.053172518472,4.746466416003944
1293,3483.2309155268936,4.743957044105142
1294,3456.8999001222405,4.741448998866379
1295,3701.981343611217,4.738942279586275
1296,3849.8271845143217,4.73643688556382
1297,3683.4811616776387,4.733932816098372
1298,3874.317046823825,4.7314300704896635
1299,3731.0192441670238,4.728928648037794
1300,3705.247226875285,4.726428548043234
1301,3731.189579313185,4.7239297698068246
1302,3827.503547241744,4.721432312629776
1303,3986.0829324024926,4.718936175813667
1304,3605.6782768245944,4.716441358660447
1305,3705.503810156606,4.713947860472433
1306,3598.401468964886,4.711455680552312
1307,3771.924181976978,4.708964818203141
1308,3816.136022364461,4.706475272728341
1309,3910.13880982328,4.703987043431707
1310,3857.9761463132345,4.701500129617396
1311,3993.569497630985,4.699014530589939
1312,3887.6589359206087,4.6965302456542295
1313,3956.5378172439014,4.694047274115532
1314,3957.419006137383,4.691565615279476
1315,3555.6718477194327,4.689085268452064
1316,3356.1716697666134,4.6282919693199505
1317,3510.6626475497005,4.56828684634753
1318,3873.321178050894,4.5090596809471055
1319,3889.5919148712605,4.450600387013459
1320,3761.672657931875,4.392899009206242
1321,3180.90037649919,4.335945721254624
1322,3347.0589203820587,4.279730824283928
1323,3471.8782154735813,4.224244745163958
1324,3162.990576447294,4.169478034878737
1325,3422.8904779018067,4.115421366917394
1326,3488.0441940706746,4.143572347385061
1327,3449.154666645701,4.171915890808168
1328,3223.2495561579776,4.2004533143874365
1329,3411.395281855427,4.229185944333722
1330,3342.788006794636,4.258115115929642
1331,3205.4863867185113,4.287242173591639
1332,3394.4957915469063,4.316568470932448
1333,3517.461217082013,4.3460953708240115
1334,3422.2298648468013,4.37582424546081
1335,3298.9937113799356,4.405756476423634
1336,3476.2539466469793,4.435893454743791
1337,3876.230824256455,4.466236580967749
1338,3975.567587747393,4.496787265222222
1339,3264.751616870713,4.527546927279706
1340,3680.0389151847526,4.558516996624457
1341,3741.0091447012815,4.589698912518923
1342,3939.9128571724755,4.621094124070632
1343,3853.652294454868,4.652704090299535
1344,4140.208297760805,4.684530280205811
1345,3879.3844815337034,4.716574172838135
1346,3708.715929932088,4.748837257362412
1347,3877.3955044474496,4.781321033130986
1348,4000.3821228396455,4.814027009752324
1349,3061.664483771597,3.922101179743146
1350,2840.7248397095977,3.1954282003361696
1351,2673.6477905236397,2.603390610176033
1352,2767.411925081801,2.599336091618526
1353,2771.40563098448,2.5952878875651395
1354,2650.311628619925,2.5912459881816683
1355,2727.284700551991,2.5872103836492246
1356,2686.02200114071,2.583181064164213
1357,2732.7315863639697,2.5791580199383044
1358,2742.675733522146,2.5751412411984154
1359,2768.294073102054,2.5711307181866827
1360,2745.526781268567,2.56712644116044
1361,2645.145826253959,2.563128400392195
1362,2571.810332713332,2.559136586169603
1363,2493.0817020924164,2.5551509887954476
1364,2765.475960128866,2.5511715985876133
1365,2638.260730220689,2.547198405879064
1366,2713.758963872014,2.543231401017819
1367,2542.8037581527124,2.5392705743669293
1368,2521.440408483696,2.5353159163044556
1369,2350.8238764342896,2.5313674172234424
1370,2630.223733215241,2.527425067531897
1371,2541.160281717893,2.5234888576527648
1372,2294.9041906379616,2.519558778023906
1373,2481.0497954259463,2.5156348190980746
1374,2278.376750756028,2.5117169713428913
1375,2194.030696405501,2.5078052252408245
1376,2531.89185172201,2.503899571289163
1377,2602.5296778150287,2.5
1378,2554.7084332457916,2.480214236660023
1379,2327.131101623589,2.4605850638924234
1380,2413.836602096221,2.4411112423916
1381,2457.540117378145,2.4217915426601926
1382,2522.9610399681796,2.4026247449314595
1383,2393.1268210096077,2.3836096390922643
1384,2686.8206128607626,2.364745024606677
1385,2430.566360972143,2.3460297104401744
1386,2697.7252074848398,2.327462514984444
1387,2698.284644376842,2.309042265982784
1388,2477.0682263493486,2.290767800456088
1389,2545.530256921866,2.2726379646294217
1390,2369.6416517972657,2.2546516138591794
1391,2637.395862666511,2.236807612560813
1392,2951.7776072329866,2.2191048341371378
1393,2426.811708842335,2.201542160907203
1394,2651.5204363109588,2.184118484035726
1395,2524.8732191839918,2.1668327034630854
1396,2527.156659220194,2.149683727835868
1397,2458.7783256443513,2.1326704744379636
1398,2618.5672421699455,2.1157918691222086
1399,2501.017610072551,2.0990468462425684
1400,2418.861155235668,2.0824343485868537
1401,2385.90388992034,2.080298342478475
1402,2447.6761834071076,2.078164527326127
1403,2485.729373226315,2.0760329008824905
1404,2526.3551574357034,2.073903460902551
1405,2528.7079317815396,2.0717762051435966
1406,2343.5126060263633,2.0696511313652164
1407,2344.9543545897636,2.0675282373292965
1408,2168.0202594885036,2.0654075208000204
1409,2242.084146232987,2.063288979543863
1410,2380.8166689555537,2.0611726113295914
1411,2330.170333697958,2.0590584139282613
1412,2274.8391102552855,2.056946385113214
1413,2061.04803598603,2.0548365226600755
1414,2340.712618540829,2.0527288243467527
1415,2393.399424501442,2.0506232879534325
1416,2306.6343304011048,2.048519911262578
1417,2520.0845476213276,2.0464186920589276
1418,2389.8606957306083,2.044319628129491
1419,2515.502685604931,2.0422227172635488
1420,2452.6283804720497,2.0401279572526483
1421,2289.0029907122334,2.038035345890603
1422,2362.7000843125147,2.035944880973489
1423,2492.0066271913106,2.033856560299643
1424,2510.2970585071744,2.031770381669659
1425,2422.380282774499,2.0296863428863885
1426,2347.905818755946,2.027604441754936
1427,2285.2930793933792,2.0255246760826577
1428,2144.295311097002,2.023447043679158
1429,2216.904462545965,2.021371542356289
1430,2279.9180679214855,2.0192981699281494
1431,2289.352981999936,2.0133739302483225
1432,2258.908797679857,2.0074670711694917
1433,2323.9605429915223,2.0015775417002546
1434,2460.738392508046,1.9957052909988076
1435,2184.4763766193355,1.9898502683725074
1436,2033.445780157956,1.9840124232774334
1437,1949.7174692608323,1.9781917053179516
1438,2045.087975949901,1.9723880642462785
1439,2134.1033124067876,1.966601449962049
1440,2152.3124519671687,1.9608318125118822
1441,1901.16882038729,1.955079102088952
1442,1966.5317960144198,1.949343269032555
1443,2377.1229735840575,1.9436242638276835
1444,2371.873996098221,1.9379220371045978
1445,2044.2618552878125,1.9322365396383991
1446,2172.316183580677,1.9265677223486055
1447,2222.7821634311263,1.9209155362987278
1448,2295.0011024854707,1.9152799326958472
1449,2103.7690062539054,1.9096608628901945
1450,2166.811113102338,1.904058278374729
1451,2176.719293079086,1.9096312343558957
1452,2154.235851402053,1.9152205017276962
1453,2177.8704544739057,1.9208261282316637
1454,2184.495626534703,1.9264481617490659
1455,2172.747303286509,1.9320866503013128
1456,2201.6094749998874,1.937741642050368
1457,2018.6218265641994,1.9434131852991585
1458,2142.063336895596,1.9491013284919898
1459,2113.6766435544487,1.954806120214957
1460,2118.6526860725703,1.9605276091963615
1461,2131.8186944600134,1.9662658443071268
1462,2336.17349015276,1.9720208745612158
1463,2369.9386115542707,1.9777927491160494
1464,2166.4865847812403,1.9835815172729268
1465,2107.8232297541917,1.9893872284774459
1466,2096.3077630773582,1.9952099323199266
1467,2165.4489480904963,2.001049678535834
1468,2264.73412043812,2.0069065170062017
1469,2239.035334727676,2.0127804977580612
1470,2180.0838621659195,2.018671670964866
1471,2088.3205739737436,2.0245800869469224
1472,2162.328408044103,2.0305057961718167
1473,2149.098784394248,2.0364488492548496
1474,2267.7262959546356,2.042409296959466
1475,2205.030785624708,2.04838719019769
1476,2049.0796168847955,2.054382580030559
1477,2147.6873439124474,2.0603955176685593
1478,2212.3926781672158,2.066426054472066
1479,2343.07521046513,2.0724742419517783
1480,2414.86985527776,2.078540131769162
1481,2311.7845521301497,2.084623775736891
1482,2214.7962777661232,2.090725225819286
1483,2326.6468609079143,2.096844534132764
1484,2308.411210783965,2.10298175294628
1485,2185.7375967920734,2.1091369346817728
1486,2426.3470687362287,2.1153101319146157
1487,2221.6781280808405,2.121501397374063
1488,2271.851913040861,2.1277107839437015
1489,2326.9689281157184,2.1339383446619027
1490,2345.3442408066217,2.140184132722274
1491,2368.6436107289105,2.1464482014741155
1492,2400.954191019332,2.152730604422874
1493,2365.808892050429,2.159031395230601
1494,2481.518296169007,2.1653506277164083
1495,2436.739929544486,2.1716883558569333
1496,2364.1174621506,2.178044633786795
1497,2525.8216970064104,2.184419515799057
1498,2554.6206789274943,2.1908130563456942
1499,2568.5225690894504,2.1972253100380557
1500,2529.6390307120955,2.203656331647331
1501,2441.4922953196733,2.2101061761050187
1502,2531.39497475238,2.2165748985033957
1503,2641.791715144177,2.2230625540959874
1504,2650.9650202554562,2.22956919829804
1505,2680.7653775304575,2.236094886686993
1506,2694.160135911512,2.2426396750029554
1507,2646.3903193459064,2.2492036191491804
1508,2684.579409719359,2.255786775192544
1509,2810.9788276222494,2.2623891993640233
1510,2712.56444898109,2.269010948059176
1511,2768.81781881054,2.275652077838624
1512,2646.626492145758,2.282312645428535
1513,2762.962318189605,2.2889927077211087
1514,2758.5720891057736,2.2956923217750598
1515,2834.664619931817,2.302411544816108
1516,2810.581751322324,2.309150434237467
1517,2819.694713160682,2.315909047600332
1518,2835.8301759703377,2.322687442634374
1519,2811.2276861589007,2.3294856772382326
1520,2772.4934339449364,2.3363038094800084
1521,2838.7672373932205,2.3431418975977616
1522,2889.9650785595863,2.35
1523,2964.857783538022,2.3739240506544
1524,3026.5740186896464,2.398091658840593
1525,3027.7281961459194,2.422505304083145
1526,3065.799930271314,2.4471674911492887
1527,2863.9369105344413,2.4720807503059086
1528,2907.598308656685,2.4972476375791364
1529,2970.180613343587,2.5226707350165936
1530,3025.544579332051,2.5483526509522996
1531,2941.071694743086,2.5742960202742813
1532,3061.735293989008,2.6005035046949034
1533,3064.6344652619896,2.626977793023953
1534,3221.4750638249175,2.6537216014445013
1535,3017.8721592375286,2.680737673791579
1536,3001.2962983419015,2.708028781833685
1537,3251.9790329465513,2.7355977255571586
1538,3097.356746957782,2.7634473334534526
1539,3360.92417417575,2.7915804628093284
1540,3267.700619333542,2.82
1541,3175.062601714527,2.830458
1542,3318.384543188763,2.867727
1543,3217.2901029535415,2.8843609999999997
1544,3419.4891395679665,2.9160030000000003
1545,3308.4700964179738,2.911613
1546,3353.23146598929,2.9084659999999998
1547,3622.9493510546035,2.91044
1548,3504.1169184865,2.9519029999999997
1549,3382.4801225890283,2.9811799999999997
1550,3378.9042225969856,3.020841
1551,3325.5303950063403,3.0651680000000003
1552,3190.1930457708977,3.087215
1553,3746.5939476522426,3.110592
1554,3430.070649362071,3.1379609999999998
1555,3419.0319263176248,3.161626
1556,2813.3327224612062,3.212505
1557,3076.2968585673384,3.204974
1558,3906.1014670212144,3.133757
1559,3580.943180344745,3.0367420000000003
1560,3574.240173924937,3.015219
1561,3651.084438914993,3.035688
1562,3657.9383720158025,3.069343
1563,4010.85190246924,3.0995459999999997
1564,3877.7686183239844,3.1107069999999997
1565,3916.274120949953,3.149204
1566,4413.213842659683,3.173513
1567,4167.11426931859,3.208378
1568,4203.061978260068,3.2523449999999996
1569,4197.637215667951,3.274741
1570,3873.2955654858856,3.2962040000000004
1571,3889.389683217053,3.310219
1572,3785.689218503248,3.341349
1573,4350.517442454914,3.360591
1574,3862.0041786229917,3.380804
1575,4329.852948588314,3.413301
1576,4497.283091671526,3.4479450000000003
1577,3848.2027193859954,3.490202
1578,4423.563001361296,3.527355
1579,4383.481974683763,3.560316
1580,4181.418030653266,3.602085
1581,4062.7714720049216,3.6314409999999997
1582,3663.7431495818423,3.671239
1583,4180.662937284903,3.721513
1584,4069.35729478942,3.768244
1585,3585.3360912698226,3.797796
1586,3523.30726600442,3.840647
1587,3919.4420590384175,3.859383
1588,4396.950989468122,3.846636
1589,3874.056811433572,3.885426
1590,4144.57039189398,3.93426
1591,4176.513377103357,3.937845
1592,4515.365253609687,3.945029
1593,4780.032914970884,3.943129
1594,3914.0109212026255,3.9790880000000004
1595,3959.1891825688,4.028223
1596,3783.1660125701856,4.056574
1597,3609.5103406844223,4.054783
1598,4274.402303826353,4.028631
1599,4916.05489970667,4.065427000000001
1600,4704.825369795534,4.114890999999999
1601,4703.827513455218,4.161785
1602,4960.3239497370005,4.1876549999999995
1603,5265.055186900338,4.209409
1604,5612.65616992614,4.2194769999999995
1605,5059.629437439004,4.270233
1606,5338.172584482592,4.31042
1607,4896.353506162984,4.361009
1608,4673.896039931563,4.3982280000000005
1609,5436.072872685392,4.435392
1610,5773.866842806678,4.449135
1611,5318.465305237291,4.476310000000001
1612,5095.537006578717,4.49831
1613,4926.772508684633,4.518285
1614,4751.514497261451,4.518328
1615,5175.817428747836,4.553109999999999
1616,4901.404630763089,4.568412
1617,5410.859575695692,4.573625
1618,5415.055674167218,4.602855
1619,4984.635008560719,4.645663
1620,5841.304585173535,4.688689999999999
1621,5878.936074930515,4.744972
1622,5162.541401910028,4.829012
1623,5151.845463379808,4.859479
1624,5817.224180338357,4.829546000000001
1625,5863.69525743282,4.821584
1626,5571.8660747948425,4.761953999999999
1627,5620.869780009583,4.796562
1628,6445.861154464412,4.896191
1629,4811.553247894185,4.973912
1630,4749.375350895659,4.959428
1631,4832.962843901258,4.926322
1632,5498.934061233661,4.989043
1633,5190.179692073315,5.114408
1634,5317.546743925251,5.176634
1635,5526.186675675556,5.199885
1636,5252.576172103412,5.089826
1637,5185.037032076601,5.19585
1638,5671.951819129202,5.163125
1639,5776.125891762893,5.207413
1640,5929.391587697408,5.20928
1641,5202.0028165620115,5.130122999999999
1642,5742.507268598266,5.192783
1643,6146.71181625357,5.268977
1644,6158.428911585559,5.2178770000000005
1645,5360.4976106193,5.247014
1646,5392.612258135596,5.23124
1647,5447.798710859321,5.315683
1648,5511.83570037346,5.309168
1649,5421.681899987011,5.315384
1650,5195.295288802567,5.312343
1651,5482.48114194795,5.307978
1652,6269.9762895,5.391294
1653,6993.810883140367,5.385707999999999
1654,6839.155718638614,5.3131949999999994
1655,7235.523184874574,5.397694
1656,6689.486279253755,5.390765
1657,6301.4106044729215,5.394992
1658,6122.779726977163,5.320309
1659,5131.504932478199,5.266505
1660,5597.780587611546,5.245768
1661,5748.632093716488,5.279736
1662,5857.1029553562685,5.204667000000001
1663,6847.992215233987,5.169274000000001
1664,6483.643982638748,5.244883
1665,6686.2500425268645,5.184322
1666,7549.857567233795,5.229235
1667,7583.955849035632,5.106405
1668,6830.057274270278,5.205223
1669,7001.628432864564,5.20047
1670,6792.868545988018,5.193358
1671,6535.914520124362,5.158922
1672,6466.246461573798,5.1408819999999995
1673,6634.674754119327,5.171863
1674,6334.266754821028,5.186973
1675,6499.879285672455,5.1870519999999996
1676,7681.116018299313,5.184564
1677,7126.235823308361,5.193060999999999
1678,7410.2439443368885,5.2096480000000005
1679,6897.502505616286,5.194269
1680,7717.831195538254,5.166785
1681,6924.089903462827,5.109031
1682,7214.386572751433,4.962352
1683,7779.459967223029,4.9508410000000005
1684,6506.465302515174,4.9438770000000005
1685,7153.744167722117,5.012077000000001
1686,6639.729850231282,5.036096
1687,7303.835317546803,4.978729
1688,7803.697535732693,4.945834
1689,7617.198555960533,5.042935000000001
1690,8131.529536173677,5.039295
1691,8269.532616078499,5.09375
1692,8944.702088804162,5.097574
1693,7610.219419028539,5.121314
1694,9039.45782508289,5.109576
1695,8647.532772538392,5.1097079999999995
1696,8281.232871745216,5.118433
1697,8222.194555215208,5.150015000000001
1698,8461.698950374586,5.177315999999999
1699,8158.120423884206,5.190149
1700,8668.31779830733,5.195805
1701,9443.963614083024,5.210622
1702,9198.369077890255,5.130944
1703,8606.97775795744,5.2590069999999995
1704,10244.363620716811,5.258024000000001
1705,9721.015119899535,5.243873
1706,8230.37116582504,5.333593
1707,9244.724300442675,5.324293
1708,9838.051458619257,5.315379
1709,8521.173080732857,5.309902
1710,7745.424109328458,5.38987
1711,8443.152621038458,5.382325
1712,8433.516730871692,5.313727
1713,8069.712644670535,5.310003
1714,8874.781217675367,5.393804
1715,8623.820521024141,5.397729999999999
1716,8948.067977550234,5.428305999999999
1717,9450.476240733471,5.437161
1718,9981.951698321429,5.491429
1719,9803.928555111484,5.530415
1720,10426.941520659479,5.510036
1721,10017.947478647418,5.5027420000000005
1722,10122.543078755942,5.505718
1723,9877.19297510563,5.5231840000000005
1724,9776.414720285833,5.540006999999999
1725,10029.255772280361,5.55845
1726,9717.512019233058,5.602227
1727,9656.411351581919,5.628488999999999
1728,9948.864157770402,5.577742
1729,9393.886888934308,5.478466999999999
1730,9606.76763497226,5.420676
1731,9452.0558699836,5.414321
1732,10077.824101153434,5.394667999999999
1733,10298.962337917728,5.4375290000000005
1734,10259.491250376706,5.515446
1735,10013.870280392703,5.561308
1736,10755.816837418964,5.598932
1737,10177.493688412287,5.6291009999999995
1738,10365.324216971421,5.652216
1739,10293.779001266807,5.684087000000001
1740,10118.599391971631,5.711805999999999
1741,10411.740110364017,5.723207
1742,10649.079728166636,5.664217
1743,10396.312612673493,5.660026
1744,10248.714652711933,5.695178
1745,10397.389929902878,5.750497
1746,10721.630919845822,5.781808
1747,11207.692518276042,5.805091
1748,11085.311985942079,5.816618
1749,11017.09724982179,5.851017
1750,11174.298786574322,5.888264
1751,10930.097705315593,5.921907
1752,11465.875857141116,5.960980999999999
1753,11565.054948857383,6.007521
1754,11238.52050332797,6.052434
1755,11576.572684911927,6.096763
1756,11377.909103464948,6.148555
1757,12030.577481994713,6.177649000000001
1758,12195.203057509245,6.196146
1759,12385.355854833322,6.221832999999999
1760,12742.434013365746,6.262599
1761,13246.709124501958,6.310339
1762,12875.356310707719,6.338572
1763,12830.215888067603,6.326855999999999
1764,12821.895649921547,6.361342
1765,12715.091652108556,6.415198
1766,12882.07164308387,6.448732
1767,12967.898632064012,6.467029999999999
1768,13084.412574887669,6.486827
1769,13820.710083660808,6.5309989999999996
1770,13440.086265744445,6.579743000000001
1771,13688.102085862844,6.623359000000001
1772,13335.45524033512,6.673919
1773,13570.191082182255,6.726828
1774,13265.357725380749,6.775929
1775,13686.116771657526,6.8479470000000005
1776,14126.2529078961,6.913474
1777,14531.63687806768,6.979029000000001
1778,14427.049480233904,7.050435
1779,14384.33554703759,7.116142
1780,15038.127834337056,7.1547600000000005
1781,15463.05856661545,7.206139
1782,15305.563481162933,7.230818
1783,15223.365861394734,7.284
1784,15279.994691309415,7.300587
1785,15170.098590637921,7.367578000000001
1786,15431.985738524132,7.433688
1787,15171.674549523741,7.508406
1788,15133.525927077853,7.59159
1789,15468.742930615575,7.665834
1790,16638.98956663285,7.7621009999999995
1791,16706.511631729583,7.8456779999999995
1792,17373.99100732213,7.937411
1793,17088.422167357774,8.022417
1794,16531.652120449875,8.100997999999999
1795,18323.172252732173,8.169106
1796,18647.799219502955,8.256325
1797,18508.286140643762,8.33374
1798,18681.968926310106,8.435048
1799,19168.637995453842,8.525739999999999
1800,20098.388276026784,8.619513000000001
1801,20274.508783741632,8.671439
1802,20500.23317244708,8.730844999999999
1803,20061.753498918475,8.831874
1804,20036.499444223493,8.945472
1805,21248.50519780492,9.092471
1806,21159.2228614401,9.232495
1807,22537.05408657451,9.367758
1808,21476.882359921685,9.49847
1809,22145.28124381116,9.623669
1810,23566.891103459915,9.737937
1811,23314.03827971505,9.863959000000001
1812,22345.20269437619,9.988059
1813,23554.7935760887,10.14077
1814,23026.023580063764,10.274049999999999
1815,25484.241288879708,10.45806
1816,24140.25757876253,10.62838
1817,24539.827570502788,10.801770000000001
1818,24508.25073345179,10.95725
1819,24097.424835428803,11.12151
1820,26051.51822781097,11.26775
1821,26492.33881503451,11.456809999999999
1822,27001.541359037776,11.65227
1823,27794.80956022699,11.83911
1824,29316.88244599539,12.01661
1825,29973.107889683364,12.207690000000001
1826,28361.31596575282,12.37375
1827,30543.583411569827,12.52784
1828,30630.551201624385,12.72769
1829,30883.452085548517,12.903030000000001
1830,32263.003030684347,13.07414
1831,33262.24936370599,13.25405
1832,33414.010575922046,13.39434
1833,33794.17305795271,13.56508
1834,34983.25079143074,13.76037
1835,37097.55858584836,13.92132
1836,38067.65741167287,14.09952
1837,37743.502035870086,14.26131
1838,39586.223823944885,14.416
1839,40484.44936798277,14.59444
1840,40614.22754632423,14.76938
1841,39484.21552214422,14.93671
1842,39152.85338794129,15.073125999999998
1843,40410.45063015799,15.263727999999999
1844,43558.31349012581,15.455274
1845,45576.872167237074,15.648136
1846,48211.72281995336,15.841092
1847,47672.10772440162,16.035218
1848,48733.65277425833,16.230182
1849,49121.756631169286,16.425956
1850,48431.69326943949,16.622424
1851,50533.09266510675,16.819748999999998
1852,52065.38797902041,17.018305999999995
1853,53991.679622173964,17.217568
1854,56303.52763283593,17.417510000000004
1855,55665.727789456934,17.618
1856,58181.82741731938,17.820211999999998
1857,58773.657548843956,18.020916
1858,58568.525095444194,18.223191000000003
1859,60800.08097339705,18.425901000000003
1860,62355.50742239874,18.629213
1861,63498.52552651389,18.832913999999995
1862,62992.028587277295,19.072513
1863,66439.32126403968,19.315154999999997
1864,67403.23082228722,19.560889
1865,70608.60290796454,19.809651000000002
1866,71602.67971425915,20.061684
1867,71988.7908319452,20.316825
1868,74874.84658983914,20.575212999999998
1869,76757.91213862199,20.836899
1870,82871.0304439824,21.101915999999996
1871,87729.28604439029,21.375866000000002
1872,88092.7191494467,21.6688
1873,88708.81325734228,21.9655
1874,92471.66157130689,22.266299999999998
1875,93242.0448401806,22.5712
1876,93568.46373015341,22.8803
1877,94340.41994563882,23.1935
1878,94294.5276393615,23.5111
1879,92472.44262068771,23.832900000000002
1880,99439.13935910467,24.159200000000002
1881,102032.39575968921,24.4743
1882,103728.49831056195,24.797100000000004
1883,106880.1200717759,25.012900000000002
1884,105690.71649578943,25.291900000000002
1885,104574.43353317092,25.574
1886,104932.22897524852,25.859299999999998
1887,109518.21641352342,26.1479
1888,113241.5434656447,26.439799999999998
1889,116980.12782189503,26.735100000000003
1890,118162.88493658719,27.0033
1891,121795.39223180538,27.304399999999998
1892,118736.70492412498,27.6184
1893,117668.2807460012,27.935899999999997
1894,123579.09707471984,28.2574
1895,127646.57780041877,28.5824
1896,133058.3662184687,28.911300000000004
1897,135018.5906024317,29.343799999999998
1898,141725.57644572397,29.5802
1899,147256.98071344956,29.9205
1900,147356.11515938435,30.2533
1901,150837.2118500127,30.594000000000005
1902,153241.4667686797,30.907400000000003
1903,151616.9383236082,31.201800000000002
1904,153714.12931971115,31.521500000000003
1905,158930.45859053667,31.8444
1906,162943.22132066436,32.170700000000004
1907,167046.72008940694,32.653
1908,160491.73570877252,32.8336
1909,164368.442306605,33.1699
1910,169147.27310304684,33.3817
1911,174586.78621929904,33.7043
1912,177559.54661027621,33.852
1913,185317.06846625527,34.0553
1914,188941.96565224425,34.4435
1915,199234.88355873595,34.81777780562293
1916,201399.84487233317,34.83006644491885
1917,200171.13456607575,34.83098320897572
1918,203905.5770022534,34.80492782021845
1919,187815.61957779594,34.6336
1920,176886.647757423,34.967800000000004
1921,159748.58940737371,35.274300000000004
1922,168268.7940428685,35.5189
1923,173293.6907913952,35.745
1924,181514.4517641981,36.064800000000005
1925,187944.73640577405,36.1982
1926,182122.5295121882,36.3828
1927,196173.16270684803,36.562400000000004
1928,197969.17944295553,36.7957
1929,203663.9625554829,36.9229
1930,202088.9588191211,37.1721
1931,192757.25122593102,37.3947
1932,193012.55895424596,37.619099999999996
1933,199278.89346855102,37.7819
1934,211304.4058834267,37.9126
1935,219259.61825079477,38.1073
1936,229862.4300961151,38.3221
1937,238059.3718789797,38.552
1938,240060.46784245825,38.749199999999995
1939,250784.60460177076,38.973
1940,275845.64476397727,39.339
1941,300056.56368088746,39.145
1942,305632.00900556165,39.3714
1943,311081.9017051182,39.8031
1944,297583.34624314925,39.9995
1945,284155.7669377814,40.213699999999996
1946,277347.0000473082,40.2266
1947,273982.3525986153,40.549
1948,282805.82061335497,40.95
1949,292553.32554594794,41.214
1950,302432.39202719124,41.421
1951,313963.2119894084,41.228
1952,319153.0422366039,41.367
1953,336988.62541435345,41.515
1954,351676.75887078675,41.673
1955,365337.38918634417,41.838
1956,371470.05562352826,42.059
1957,378804.1849384464,42.296
1958,383828.17610426806,42.494
1959,399831.1727499727,42.763
1960,425187.8349350701,43.146
1961,436822.6598022902,43.566199999999995
1962,441843.92210129503,44.0063
1963,463646.34162587684,44.311
1964,489586.7780452264,44.648
1965,500278.91141136404,44.9786
1966,508384.53846769524,45.2653
1967,522807.6188302078,45.562
1968,551593.092201695,45.790699999999994
1969,562495.7281000987,46.0135
1970,578087.1769503527,46.167199999999994
1971,598523.029977267,46.411699999999996
1972,623323.0110584912,46.5719
1973,663648.7853926555,46.6862
1974,646955.7724159469,46.682700000000004
1975,637048.016131362,46.6744
1976,655374.2753945077,46.65989999999999
1977,671223.6940847419,46.6398
1978,699077.3617950189,46.6382
1979,724873.9723091639,46.6981
1980,709767.2791945289,46.7872
1981,703930.4169592351,46.820805
1982,718494.3012627473,46.777337
1983,749209.8814861367,46.813693
1984,766651.2923223407,46.912443999999994
1985,799170.4499572219,47.057359000000005
1986,824800.834181052,47.187643
1987,869459.768716333,47.30041899999999
1988,920259.2865523208,47.412341999999995
1989,944521.7138591951,47.552651
1990,951789.745523145,47.699116
1991,941631.0090507449,47.875035000000004
1992,944231.8213140313,47.997972999999995
1993,967095.522293027,48.102319
1994,1003827.4442897051,48.228781000000005
1995,1028124.8181527837,48.383461000000004
1996,1053443.949910748,48.519129
1997,1085473.5039949662,48.664777
1998,1124396.8234444861,48.820583
1999,1164714.5718435494,49.032872
2000,1201398.086868594,49.23331099999999
2001,1237291.1770232185,49.449746
2002,1269280.5506988454,49.679266999999996
2003,1315118.7884130978,49.925517
2004,1344096.0704550883,50.1946
2005,1380757.1135375656,50.606034
2006,1410161.4151060649,50.965186
2007,1450845.2557763816,51.381093
2008,1438727.9177343901,51.815853000000004
2009,1380762.0023414684,52.196380999999995
2010,1409476.8238284306,52.642452000000006
2011,1429365.7414762534,53.107169
2012,1455375.4221563807,53.493729
2013,1483697.3277632152,53.865817
2014,1534813.807688705,54.316618000000005
2015,1571981.5928539985,54.786300000000004
2016,1600371.869471226,55.219
